0.363308368,0.33065496,0.375088802,0.467704067,0.644999572,,,,,
0.341939656,0.351980328,0.375623075,0.39888807,0.516484767,,,,,
0.345706233,0.349577493,0.34028924,0.421629753,0.501555367,,,,,
0.317137438,0.308441208,0.327024398,0.334785423,0.400059789,,,,,
0.392616708,0.386176218,0.394550668,0.372815212,0.34380029,,,,,
0.376289627,0.403309537,0.420676143,0.607267051,0.657679851,0.543999766,0.682996134,1.064632784,1.127812033,0.932474216
0.325520702,0.367430964,0.324309022,0.361094159,0.346692337,0.313920294,0.342012798,0.379158047,0.419795721,0.428483418
0.33356735,0.352725778,0.351610602,0.356819046,0.332545871,0.349915156,0.353707211,0.491177411,0.525920503,0.708811574
0.348305546,0.341959294,0.320806561,0.312387945,0.329144698,0.350712474,0.385279462,0.508487689,0.511934741,0.490955744
0.366629449,0.374847997,0.355787127,0.35973835,0.339162254,0.337679168,0.37211435,0.449900705,0.433225291,0.433636225
0.311687127,0.328696987,0.313132415,0.355000677,0.323094526,0.304889499,0.34228902,0.473221281,0.528037968,0.499168615
0.331049121,0.324076258,0.315587675,0.303819951,0.299327592,0.312579488,0.313197473,0.388315056,0.424102903,0.374404642
0.317536521,0.358020284,0.361228933,0.30950816,0.348495671,0.360673532,0.379617708,0.395229766,0.395251959,0.428063384
0.341658254,0.339158334,0.345503559,0.35198481,0.319820946,0.349347739,0.3431534,0.332568831,0.359479857,0.37250706
0.463780732,0.493232515,0.450428135,0.464532458,0.496797834,0.474176092,0.534670243,0.561063271,0.537566411,0.497431731
