0.404892445,0.404937029,0.472760439,0.400486231,0.381459951,0.394953966,0.385972261,0.404458761,0.500682354,0.502321243
0.398001671,0.425866842,0.384975195,0.372367382,0.369145393,0.375005722,0.368047237,0.508646011,0.364838123,0.372982264
0.423870087,0.502880335,0.402923584,0.374252558,0.420836449,0.370013237,0.420487404,0.365680933,0.370518923,0.367556095
0.376993418,0.378570318,0.464603424,0.364368677,0.367629528,0.401928902,0.446543455,0.354083776,0.361595631,0.356497288
0.377081871,0.381982088,0.366642475,0.375,0.360988855,0.358044624,0.355254173,0.365024328,0.356049299,0.353056431
0.410898685,0.442325592,0.353143215,0.391522884,0.353283882,0.449862719,0.378986597,0.355590582,0.35807085,0.357074022
0.374397516,0.369091272,0.361063242,0.359111309,0.359042406,0.36004591,0.448801517,0.355886698,0.358290195,0.417884827
0.488989592,0.371542692,0.384972334,0.369552135,0.375647068,0.367019892,0.36863184,0.391953707,0.417836189,0.359877348
0.389160633,0.363491535,0.364552736,0.362658978,0.369942188,0.452824116,0.381979465,0.361575365,0.359759569,0.45271492
0.374780655,0.360463619,0.366471291,0.373928785,0.41757226,0.365104914,0.362823725,0.380494833,0.367021084,0.366099358
0.43984484672546387,0.4198782444000244,0.42054295539855957,0.4248342514038086,0.40192604064941406
0.4208719730377197,0.41280555725097656,0.41588759422302246,0.4328737258911133,0.4138636589050293
0.4964311122894287,0.44356441497802734,0.4487724304199219,0.44171714782714844,0.43181443214416504
0.5006637573242188,0.4557816982269287,0.4637622833251953,0.4558093547821045,0.45076584815979004
0.5036516189575195,0.4986693859100342,0.556373119354248,0.48821544647216797,0.6095712184906006
