0.1,0.05,0.05
0.1,0.95,0.95
0.2,0.85,0.95
0.2,0.95,0.85
0.3,0.1,0.25
0.3,0.25,0.1
0.4,0.25,0.3
0.4,0.3,0.25
0.5,0.05,0.5
0.5,0.1,0.5
0.5,0.15,0.5
0.5,0.25,0.5
0.5,0.3,0.5
0.5,0.35,0.5
0.5,0.4,0.5
0.5,0.5,0.05
0.5,0.5,0.1
0.5,0.5,0.15
0.5,0.5,0.25
0.5,0.5,0.3
0.5,0.5,0.35
0.5,0.5,0.4
0.5,0.5,0.5
0.5,0.5,0.55
0.5,0.5,0.6
0.5,0.5,0.75
0.5,0.5,0.8
0.5,0.5,0.85
0.5,0.55,0.5
0.5,0.6,0.5
0.5,0.75,0.5
0.5,0.8,0.5
0.5,0.85,0.5
